id,uid,description,permission-granted,permission-revoked,original-time,save-time
594,1842668,创建含有大量擦边淫秽图片的团队,0,2,2025/10/30 21:13,2025/10/30 21:21
595,1678644,因学术不端而棕名惩罚 14 天,0,0,2025/10/30 21:28,2025/10/30 21:28
596,1277550,棕名+2025.10.22 2024.10.22 多次提交滥用评测资源的代码,0,2,2025/10/30 21:26,2025/10/30 21:28
597,527776,满一年,65536,0,2025/10/30 21:43,2025/10/30 21:47
598,1070026,创建滥用评测资源的试题，需要支付评测费用后方可解封,0,2,2025/10/30 21:34,2025/10/30 21:47
599,1310428,在犇犇发布色情擦边内容,0,32768,2025/10/30 21:31,2025/10/30 21:47
600,1745318,头像涉及政治,0,2,2025/10/30 21:29,2025/10/30 21:47
601,537168,"根据用户申请（#RECU455658）进行调整：\
用户申请",0,32768,2025/10/31 11:33,2025/10/31 11:39
602,1379804,"根据用户申请（#XWRA363650）进行调整：\
解除用户申请的禁言",32768,0,2025/10/31 11:33,2025/10/31 11:39
603,1876874,上传违规图片,0,524288,2025/10/31 12:15,2025/10/31 12:50
604,1252711,提交书面检讨,2,0,2025/10/31 14:51,2025/10/31 15:50
605,1421676,违规用户名，违规讨论,0,32770,2025/10/31 16:10,2025/10/31 16:17
606,1937075,专栏发布不雅内容,0,131072,2025/10/31 16:08,2025/10/31 16:17
607,1789295,违规用户名,0,2,2025/10/31 16:05,2025/10/31 16:17
608,910698,违规用户名,0,2,2025/10/31 16:05,2025/10/31 16:17
609,1570418,因学术不端而棕名惩罚 14 天,0,0,2025/10/31 16:04,2025/10/31 16:17
610,728448,犇犇发布不宜内容,0,32768,2025/10/31 16:02,2025/10/31 16:17
611,919748,"根据用户申请（#AXUU386783）进行调整：\
解除用户申请的禁言",32768,0,2025/10/31 16:00,2025/10/31 16:17
612,1265919,"根据用户申请（#RWTL583454）进行调整：\
解除用户申请的禁言",32768,0,2025/10/31 16:00,2025/10/31 16:17
613,1961392,违规用户名,0,2,2025/10/31 16:41,2025/10/31 16:43
614,1960619,违规用户名,0,2,2025/10/31 16:39,2025/10/31 16:43
615,1206213,多次违规宣传团队,0,32768,2025/10/31 16:38,2025/10/31 16:43
616,1243529,涉嫌通过大批量无意义提交套取测试数据,0,2,2025/10/31 16:37,2025/10/31 16:43
617,1472345,比赛作弊+大量抄袭题解,0,2,2025/10/31 16:33,2025/10/31 16:43
618,1472345,因学术不端而棕名惩罚 30 天,0,0,2025/10/31 16:33,2025/10/31 16:43
619,1958899,违规用户名,0,2,2025/10/31 16:27,2025/10/31 16:43
620,849494,犇犇发布政治敏感内容,0,2,2025/10/31 16:24,2025/10/31 16:43
621,793805,犇犇发布政治敏感内容,0,2,2025/10/31 16:23,2025/10/31 16:43
622,1939098,于 10 月 28 日多次发布无意义讨论,0,32768,2025/10/31 16:19,2025/10/31 16:43
623,1923687,因学术不端而棕名惩罚 14 天,0,0,2025/10/31 16:18,2025/10/31 16:43
624,1957603,违规用户名,0,2,2025/10/31 16:17,2025/10/31 16:43
625,398057,违规用户名,0,2,2025/10/31 16:47,2025/10/31 17:04
626,629377,于 10.21 犇犇发布不宜内容、10.25 骚扰管理（禁言 7 天）,0,32768,2025/10/31 16:45,2025/10/31 17:04
627,1795676,于 10.22 滥用评测资源,0,2,2025/10/31 16:44,2025/10/31 17:04
628,945416,违规个人介绍、犇犇传播难以证实但对青少年有负面影响的社会事件,0,2,2025/10/31 16:43,2025/10/31 17:04
629,1070026,支付滥用评测费用后解封,2,0,2025/10/31 16:43,2025/10/31 17:04
630,1848205,报名网校课程使用复活币,2,0,2025/10/31 17:45,2025/10/31 18:15
631,1646538,多次套取数据，抢最优解，浪费评测资源,0,2,2025/10/31 17:15,2025/10/31 18:15
632,957138,因学术不端而棕名惩罚 14 天,0,0,2025/10/31 17:09,2025/10/31 18:15
633,1804654,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
634,1804180,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
635,1784935,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
636,1771543,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
637,1749239,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
638,1743489,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
639,1729695,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
640,1638127,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
641,1617337,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
642,1566570,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
643,1554450,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
644,1492886,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
645,1487697,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
646,1483497,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
647,1451124,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
648,1447619,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
649,1433769,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
650,1406011,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
651,1404068,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
652,1394590,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
653,1336633,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
654,1321644,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
655,1312695,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
656,1267409,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
657,1249131,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
658,1099138,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
659,1034946,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
660,1007475,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
661,857821,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
662,751062,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
663,699313,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
664,677609,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
665,563217,多次比赛作弊,0,2,2025/10/31 18:22,2025/10/31 18:24
666,1823154,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
667,1804654,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
668,1797997,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
669,1771543,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
670,1746825,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
671,1617337,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
672,1611410,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
673,1554450,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
674,1483497,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
675,1447619,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
676,1433769,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
677,1406657,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
678,1394590,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
679,1386083,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
680,1378854,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
681,1344260,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
682,1313277,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
683,1104496,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
684,783910,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
685,751062,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
686,749277,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
687,677609,多次比赛作弊,0,2,2025/10/31 19:31,2025/10/31 19:57
688,1144604,发布无意义工单,0,32768,2025/10/31 19:27,2025/10/31 19:57
689,1386083,报名网校课程使用复活币,2,0,2025/10/31 20:23,2025/10/31 20:45
690,786806,"根据用户申请（#UQJY208047）进行调整：\
解除用户申请的禁止各项权限",753664,0,2025/10/31 22:27,2025/10/31 22:58
691,1322572,"根据用户申请（#CWXW291227）进行调整：\
用户申请",0,32768,2025/10/31 22:26,2025/10/31 22:58
692,730276,"根据用户申请（#CFTX107586）进行调整：\
解除用户申请的禁言",32768,0,2025/10/31 22:26,2025/10/31 22:58
693,1144604,棕名解封后继续抄袭题解,0,2,2025/10/31 22:26,2025/10/31 22:58
694,751555,"根据用户申请（#AGGW393764）进行调整：\
用户申请",0,720896,2025/10/31 22:25,2025/10/31 22:58
695,794062,"根据用户申请（#TALQ091318）进行调整：\
用户申请",0,32768,2025/10/31 22:25,2025/10/31 22:58
696,1245450,私信向他人发布色情淫秽内容,0,65536,2025/11/1 11:49,2025/11/1 12:00
697,1764483,因学术不端而棕名惩罚 14 天,0,0,2025/11/1 11:48,2025/11/1 12:00
698,1704018,违规用户名、头像,0,2,2025/11/1 15:55,2025/11/1 15:56
699,1946474,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
700,1940374,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
701,1900015,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
702,1898785,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
703,1879607,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
704,1863611,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
705,1847012,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
706,1837525,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
707,1833930,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
708,1813223,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
709,1798272,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
710,1795676,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
711,1782331,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
712,1773410,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
713,1765652,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
714,1760867,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
715,1758182,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
716,1756930,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
717,1729029,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
718,1714028,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
719,1705713,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
720,1705504,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
721,1699346,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
722,1673735,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
723,1659751,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
724,1646929,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
725,1641744,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
726,1635933,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
727,1631814,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
728,1629809,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
729,1629463,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
730,1608232,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
731,1607565,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
732,1594782,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
733,1592692,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
734,1535275,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
735,1524177,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
736,1520505,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
737,1514328,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
738,1507847,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
739,1496665,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
740,1490138,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
741,1486658,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
742,1485773,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
743,1485644,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
744,1478099,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
745,1475644,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
746,1456694,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
747,1436440,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
748,1432988,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
749,1430240,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
750,1427106,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
751,1426671,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
752,1423521,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
753,1421940,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
754,1420917,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
755,1419059,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
756,1414794,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
757,1411407,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
758,1403109,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
759,1399785,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
760,1399394,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:51,2025/11/1 15:56
761,1398865,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
762,1398368,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
763,1393230,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
764,1387250,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
765,1375065,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
766,1372598,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
767,1370161,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
768,1369472,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
769,1347743,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
770,1341589,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
771,1332423,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
772,1318980,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
773,1318814,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
774,1316254,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
775,1307139,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
776,1304032,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
777,1286500,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
778,1283534,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
779,1276820,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
780,1274525,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
781,1273612,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
782,1271582,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
783,1271325,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
784,1271324,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
785,1271293,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
786,1268368,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
787,1266786,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
788,1263898,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
789,1256312,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
790,1243529,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
791,1237628,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
792,1231078,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
793,1228191,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
794,1214197,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
795,1209425,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
796,1208628,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
797,1207762,涉嫌向大量用户发送垃圾私信，造成广泛的骚扰影响,0,65536,2025/11/1 15:39,2025/11/1 15:56
798,1462088,提交书面检讨,2,0,2025/11/1 19:55,2025/11/1 19:57
799,1804992,涉嫌向多个用户发送带有淫秽色情信息的垃圾私信，造成骚扰影响,0,65536,2025/11/1 18:18,2025/11/1 19:57
800,1787533,涉嫌向多个用户发送带有淫秽色情信息的垃圾私信，造成骚扰影响,0,65536,2025/11/1 18:18,2025/11/1 19:57
801,1570192,涉嫌向多个用户发送带有淫秽色情信息的垃圾私信，造成骚扰影响,0,65536,2025/11/1 18:18,2025/11/1 19:57
802,1344886,涉嫌向多个用户发送带有淫秽色情信息的垃圾私信，造成骚扰影响,0,65536,2025/11/1 18:18,2025/11/1 19:57
803,1058701,涉嫌向多个用户发送带有淫秽色情信息的垃圾私信，造成骚扰影响,0,65536,2025/11/1 18:18,2025/11/1 19:57
804,921364,涉嫌向多个用户发送带有淫秽色情信息的垃圾私信，造成骚扰影响,0,65536,2025/11/1 18:18,2025/11/1 19:57
805,1310723,"根据用户申请（#WABL101953）进行调整：\
禁止专栏满一年",131072,0,2025/11/1 17:22,2025/11/1 19:57
806,661573,"根据用户申请（#RBQE510286）进行调整：\
解除用户申请的禁言",32768,0,2025/11/1 21:56,2025/11/1 23:26
807,572133,多次发布显著不合理的、荒谬的难度调整工单（7 天）,0,32768,2025/11/1 23:46,2025/11/2 8:58
808,1662541,"根据用户申请（#CJEK683338）进行调整：\
解除用户申请的禁止私信",65536,0,2025/11/2 11:52,2025/11/2 12:00
809,1696370,"根据用户申请（#EYLR951459）进行调整：\
解除用户申请的禁言",32768,0,2025/11/2 11:52,2025/11/2 12:00
810,1327843,"根据用户申请（#JQVA370818）进行调整：\
解除用户申请的禁止权限",655360,0,2025/11/2 11:52,2025/11/2 12:00
811,1359427,"根据用户申请（#WWVB360738）进行调整：\
解除用户申请的禁言、禁止私信",98304,0,2025/11/2 11:52,2025/11/2 12:00
812,324858,满一年,65536,0,2025/11/2 15:25,2025/11/2 15:29
813,1647036,提交书面检讨,2,0,2025/11/2 15:24,2025/11/2 15:29
814,1753388,"根据用户申请（#AQCG674258）进行调整：\
解除用户申请的禁止专栏",131072,0,2025/11/2 18:41,2025/11/2 18:43
815,981592,"根据用户申请（#RKLQ341166）进行调整：\
解除用户申请的禁言",65536,0,2025/11/2 18:41,2025/11/2 18:43
816,1639275,"根据用户申请（#TVRQ710378）进行调整：\
禁言满 7 天",32768,0,2025/11/2 18:40,2025/11/2 18:43
817,1296332,"根据用户申请（#GEGU467475）进行调整：\
禁言满 7 天",32768,0,2025/11/2 18:40,2025/11/2 18:43
818,1889344,上传纳粹头像,0,2,2025/11/2 18:39,2025/11/2 18:43
819,1644596,上传擦边图片,0,524288,2025/11/2 18:39,2025/11/2 18:43
820,1812663,上传纳粹图片,0,2,2025/11/2 18:38,2025/11/2 18:43
821,1910125,上传纳粹头像,0,2,2025/11/2 18:37,2025/11/2 18:43
822,1813146,上传严重政治敏感头像,0,2,2025/11/2 18:36,2025/11/2 18:43
823,230528,报名洛谷网校课程使用复活币,2,0,2025/11/2 16:48,2025/11/2 18:43
824,1367251,提交书面检讨,32768,0,2025/11/2 16:06,2025/11/2 18:43
825,1437818,禁言期限已满,32768,0,2025/11/2 20:52,2025/11/3 9:27
826,940009,"根据用户申请（#AGRR292633）进行调整：\
解除用户申请的禁止各项权限",557056,0,2025/11/2 20:32,2025/11/3 9:27
827,846661,"根据用户申请（#YJEF433117）进行调整：\
用户申请",0,32768,2025/11/3 10:59,2025/11/3 12:00
828,305069,"根据用户申请（#CVQG317776）进行调整：\
解除用户申请的禁言",32768,0,2025/11/3 10:59,2025/11/3 12:00
829,1795389,"根据用户申请（#JVEU353290）进行调整：\
用户申请",0,688128,2025/11/3 10:59,2025/11/3 12:00
830,678881,"根据用户申请（#EUHV181039）进行调整：\
解除用户申请的禁言",32768,0,2025/11/3 10:59,2025/11/3 12:00
831,183603,专栏志愿者轮换,516,0,2025/11/3 17:23,2025/11/3 18:04
832,751017,专栏志愿者轮换,516,0,2025/11/3 17:23,2025/11/3 18:04
833,603277,专栏志愿者轮换,516,0,2025/11/3 17:23,2025/11/3 18:04
834,477443,专栏志愿者轮换,516,0,2025/11/3 17:23,2025/11/3 18:04
835,431658,专栏志愿者轮换,516,0,2025/11/3 17:23,2025/11/3 18:04
836,511639,专栏志愿者轮换，感谢贡献,0,516,2025/11/3 17:23,2025/11/3 18:04
837,128570,专栏志愿者轮换，感谢贡献,0,516,2025/11/3 17:23,2025/11/3 18:04
838,328405,专栏志愿者轮换，感谢贡献,0,516,2025/11/3 17:23,2025/11/3 18:04
839,288866,专栏志愿者轮换，感谢贡献,0,516,2025/11/3 17:23,2025/11/3 18:04
840,468657,专栏志愿者轮换，感谢贡献,0,516,2025/11/3 17:23,2025/11/3 18:04
841,264360,专栏志愿者轮换，感谢贡献,0,516,2025/11/3 17:23,2025/11/3 18:04
842,1928963,"根据用户申请（#JAEE245075）进行调整：\
用户申请",0,753664,2025/11/3 22:58,2025/11/4 2:45
843,1640411,辱骂，回复无意义讨论,0,32768,2025/11/4 20:55,2025/11/5 7:52
844,167215,违规用户名,0,2,2025/11/5 11:11,2025/11/5 12:00
845,1812293,根据用户申请（#EKLY936120）进行调整,753664,0,2025/11/5 11:02,2025/11/5 12:00
846,1808813,根据用户申请（#VEKY953102）进行调整,0,32768,2025/11/5 11:01,2025/11/5 12:00
847,917775,根据用户申请（#AAHX921600）进行调整,0,32768,2025/11/5 11:01,2025/11/5 12:00
